"","tweets","class"
"1043","here be my book that no one will ever read 👨🏽‍🔬","regular"
"1044","the be open again 👀","regular"
"1045","the city be fly be fight robot and i have a bow and arrow classic","regular"
"1046","for anyone with three network you can upgrade or pre order over the phone online hasnt be update","regular"
"1047","get some beer in for the keynote roll on 6pm","regular"
"1048","my stray boy playing he be look well but still worried 😟 will manage one day to grab him i get slice up today though","regular"
"1049","why do i get update for bloody football all the time","regular"
"1050","do you walk past people and automatically think youre defo a tory","regular"
"1051","tankful for my 20 90 tank cat","regular"
"1052","how often","regular"
"1053","all i want for christmas be fate collab rerun in 2021 alongside blu ray release","regular"
"1054","get james off ffs","regular"
"1055","ref dash out yellow to united player for joke","regular"
"1056","bring on diallo ffs nothing be work rn","regular"
"1057","totall carlos #wtf1","regular"
"1058","marshall in zandvoort be like #wtf1","regular"
"1059","wow do you see that nice triple overtake from norris #imaginarygrandprix","regular"
"1060","im usually pretty good at guess the end of a crime series but #clickbaitnetflix have me change my guess every episode so good highly recc","regular"
"1061","wish i could ctrl f my bedroom","regular"
"1062","people in london be always ask me for direction i be as lose a you","regular"
"1063","vaccine dose 1 thank you science","regular"
"1064","just try to make a hot chocolate use only cold milk and wonder why it didnt taste right thats where im at today","regular"
"1065","not me seriously debate buy a singular can of monsta energy of amazon because im really crave one but id feel guilty if i go into tesco just to buy one","regular"
"1066","#nakedformonstax this be a great hashtag 😂","regular"
"1067","me and my mum just go through our cupboard to find some food for a food bank collection only to discover half of our food be out of date 😬😅","regular"
"1068","definitely the best #wweraw match in a long as time glad damien priest be get some shine","regular"
"1069","i dont remember the last time a sixer game give me a heart attack but this game be a roller coaster hell of an effort but those 10 miss foul shot really hurt","regular"
"1070","im big glad im not a sonic fan because sega gas them mfers up for a lot of nothing","regular"
"1071","every time i see someone name david im like wow that really be a guy name david","regular"
"1072","when my sister be young she make comic series call harry potter love bacon in which harry potter discover a love for bacon","regular"
"1073","ok call me crazy but sometimes i swear i get a little kombucha buzz","regular"
"1074","no but the bad type of boy be the one that wear short and sandal when it snowing and constantly remind you that it not that cold","regular"
"1075","finally listen to lukes album and i really like it very vibey","regular"
"1076","why do people get so opinionated over other people go to uni like it my debt and my time im waste leave me alone","regular"
"1077","do king worthy school quiz 9 10 face number 9 let u down think it be but it be actually rolf harris #fail 😑","regular"
"1078","the most wonderful time of the year ✨ in my element 🥰🎄","regular"
"1079","complete it ✅💚 jurassic coast macmillan mighty hike be tough but so rewarding up at 5am amp home by 10pm 😳 but view to die for the best team ever jake complete it in his slider which be a whole other","regular"
"1080","the forbidden groove genius of love and maroon 5 be exactly the vibe i need today thank u so much for share ur talent with u on ur live stream","regular"
"1081","so pumped to see tonight ⚡️","regular"
"1082","i needa win cmon wildcat william #jwufambingo","regular"
"1083","hello i just have my food shopping deliver by a man call gary and honestly he be one of the nice driver i have ever have he be attentive talkative and be interest in how our day have be please can you let his manager know asset to the company","regular"
"1084","few of u who be in low class job who be still in work a we be class a essential worker be the same people who be claim uc over the past few year amp get scrutinise for it #universalcredit be trend because now people see how uc isnt just for low class","regular"
"1085","the key thing to remember here be these boy be someone love one they do their best let leave the hate racism isnt the answer either #eurofinal #euro2021","regular"
"1086","any other #rammstein fan randomly have their merch order cancel","regular"
"1087","#bbcfootball one simple question what the hell do we do all weekend no football no f1 gardening","regular"
"1088","today have be a good day i didnt fall off a ladder my model train show ticket come i get mention on they like my bostocks cup recommendation and more importantly they get my name right hurrah","regular"
"1089","have neighbor be the bad 🤬","regular"
"1090","run on 2 hour of sleep the past 2 day 🥴","regular"
"1091","i just have to hide all ad from crumbl cooky cause im fat and cant resist temptation 😫","regular"
"1092","yeah ill probs try it out too","regular"
"1093","shit healer","regular"
"1094","it literally say in the article that hes expect back next week","regular"
"1095","live with a str ight man be like live with a four year old","regular"
"1096","all this extra time and im still not floss","regular"
"1097","if a dude say female i automatically dont trust him","regular"
"1098","simping for guy that dont even know you exist be a different type of heart break😔","regular"
"1099","sometimes i think im ready to live in an apartment either with the homies or by myself but then someone ring the doorbell and i get into a full blown anxiety attack because i think it someone try to kill me lmao","regular"
